Commodity,Market,Variety,Max_Price,Avg_Price,Min_Price,Last_Updated,Trend,Extra,Fetch_Date
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-22
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-22
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-22
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-22
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-21
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-21
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-21
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-21
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-21
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-21
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-21
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-21
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-21
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-21
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-21
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-21
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-21
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-21
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-20
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-20
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-20
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-20
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-20
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-20
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-20
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-20
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-20
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-20
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-20
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-20
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-20
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-19
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-19
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-19
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-19
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-19
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-19
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-19
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-19
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-19
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-19
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-19
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-19
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-19
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-18
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-18
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-18
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-18
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-18
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-18
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-18
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-18
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-18
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-18
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-18
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-18
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-18
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-17
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-17
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-17
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-17
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-17
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-17
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-17
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-17
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-17
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-17
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-17
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-17
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-17
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-16
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-16
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-16
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-16
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-16
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-16
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-16
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-16
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-16
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-16
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-16
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-16
