Commodity,Market,Variety,Max_Price,Avg_Price,Min_Price,Last_Updated,Trend,Extra,Fetch_Date
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-18
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-18
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-18
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-17
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-17
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-17
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-16
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-16
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-16
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-15
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-15
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-15
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-14
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-14
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-14
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-13
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-13
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-13
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-12
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-12
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-12
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-11
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-11
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-11
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-10
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-10
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-10
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-09
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-09
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-09
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-08
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-08
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-08
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-07
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-07
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-07
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-06
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-06
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-06
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-05
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-05
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-05
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-04
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-04
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-04
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-03
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-03
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-03
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-02
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-02
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-02
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-10-01
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-10-01
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-10-01
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-30
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-30
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-30
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-29
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-29
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-29
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-28
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-28
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-28
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-27
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-27
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-27
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-26
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-26
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-26
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-25
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-25
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-25
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-24
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-24
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-24
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-23
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-23
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-23
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-22
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-22
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-22
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-21
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-21
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-21
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-20
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-20
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-20
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-19
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-19
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-19
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-18
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-18
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-18
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-17
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-17
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-17
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-16
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-16
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-16
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-15
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-15
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-15
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-14
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-14
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-14
Dry Chillies,Khammam,Talu,6000,5400,5000,04 Jul 2025,,For Free Price Alerts,2025-09-13
Dry Chillies,Khammam,Red,8600,8000,7400,07 Aug 2025,,For Free Price Alerts,2025-09-13
Green Chilli,Khammam,Green Chilly,3600,3000,3000,11 Jan 2025,,For Free Price Alerts,2025-09-13
